decir (imperativo afirmativo)	yo –<br>tú ¡di!<br>él, ella, Ud. ¡diga!<br>nosotros ¡digamos!<br>vosotros ¡decid!<br>ellos, ellas, Uds. ¡digan!<br>vos ¡decí!	imperativo afirmativo
decir (imperativo negativo)	yo –<br>tú ¡no digas!<br>él, ella, Ud. ¡no diga!<br>nosotros ¡no digamos!<br>vosotros ¡no digáis!<br>ellos, ellas, Uds. ¡no digan!<br>vos ¡no digas, *digás!	imperativo negativo
ir (presente)	yo voy<br>tú vas<br>él, ella, Ud. va<br>nosotros vamos<br>vosotros vais<br>ellos, ellas, Uds. van<br>vos vas	presente
ir (imperfecto)	yo iba<br>tú ibas<br>él, ella, Ud. iba<br>nosotros íbamos<br>vosotros ibais<br>ellos, ellas, Uds. iban<br>vos ibas	imperfecto
ir (pretérito)	yo fui<br>tú fuiste<br>él, ella, Ud. fue<br>nosotros fuimos<br>vosotros fuisteis<br>ellos, ellas, Uds. fueron<br>vos fuiste	pretérito
ir (futuro)	yo iré<br>tú irás<br>él, ella, Ud. irá<br>nosotros iremos<br>vosotros iréis<br>ellos, ellas, Uds. irán<br>vos irás	futuro
ir (condicional)	yo iría<br>tú irías<br>él, ella, Ud. iría<br>nosotros iríamos<br>vosotros iríais<br>ellos, ellas, Uds. irían<br>vos irías	condicional
ir (pretérito anterior)	yo hube ido<br>tú hubiste ido<br>él, ella, Ud. hubo ido<br>nosotros hubimos ido<br>vosotros hubisteis ido<br>ellos, ellas, Uds. hubieron ido<br>vos hubiste ido	pretérito anterior
ir (pretérito perfecto)	yo he ido<br>tú has ido<br>él, ella, Ud. ha ido<br>nosotros hemos ido<br>vosotros habéis ido<br>ellos, ellas, Uds. han ido<br>vos has ido	pretérito perfecto
ir (pluscuamperfecto)	yo había ido<br>tú habías ido<br>él, ella, Ud. había ido<br>nosotros habíamos ido<br>vosotros habíais ido<br>ellos, ellas, Uds. habían ido<br>vos habías ido	pluscuamperfecto
ir (futuro perfecto)	yo habré ido<br>tú habrás ido<br>él, ella, Ud. habrá ido<br>nosotros habremos ido<br>vosotros habréis ido<br>ellos, ellas, Uds. habrán ido<br>vos habrás ido	futuro perfecto
ir (condicional perfecto)	yo habría ido<br>tú habrías ido<br>él, ella, Ud. habría ido<br>nosotros habríamos ido<br>vosotros habríais ido<br>ellos, ellas, Uds. habrían ido<br>vos habrías ido	condicional perfecto
ir (subjuntivo presente)	yo vaya<br>tú vayas<br>él, ella, Ud. vaya<br>nosotros vayamos<br>vosotros vayáis<br>ellos, ellas, Uds. vayan<br>vos vayas, *vayás	subjuntivo presente
ir (subjuntivo imperfecto)	yo fuera o fuese<br>tú fueras o fueses<br>él, ella, Ud. fuera o fuese<br>nosotros fuéramos o fuésemos<br>vosotros fuerais o fueseis<br>ellos, ellas, Uds. fueran o fuesen<br>vos fueras o fueses	subjuntivo imperfecto
ir (subjuntivo futuro)	yo fuere<br>tú fueres<br>él, ella, Ud. fuere<br>nosotros fuéremos<br>vosotros fuereis<br>ellos, ellas, Uds. fueren<br>vos fueres	subjuntivo futuro
ir (subjuntivo pretérito perfecto)	yo haya ido<br>tú hayas ido<br>él, ella, Ud. haya ido<br>nosotros hayamos ido<br>vosotros hayáis ido<br>ellos, ellas, Uds. hayan ido<br>vos hayas ido	subjuntivo pretérito perfecto
ir (subjuntivo pluscuamperfecto)	yo hubiera o hubiese ido<br>tú hubieras o hubieses ido<br>él, ella, Ud. hubiera o hubiese ido<br>nosotros hubiéramos o hubiésemos ido<br>vosotros hubierais o hubieseis ido<br>ellos, ellas, Uds. hubieran o hubiesen ido<br>vos hubieras o hubieses ido	subjuntivo pluscuamperfecto
ir (subjuntivo futuro perfecto)	yo hubiere ido<br>tú hubieres ido<br>él, ella, Ud. hubiere ido<br>nosotros hubiéremos ido<br>vosotros hubiereis ido<br>ellos, ellas, Uds. hubieren ido<br>vos hubieres ido	subjuntivo futuro perfecto
ir (imperativo afirmativo)	yo –<br>tú ¡ve!<br>él, ella, Ud. ¡vaya!<br>nosotros ¡vayamos, vamos!<br>vosotros ¡id!<br>ellos, ellas, Uds. ¡vayan!<br>vos ¡andá!	imperativo afirmativo
ir (imperativo negativo)	yo –<br>tú ¡no vayas!<br>él, ella, Ud. ¡no vaya!<br>nosotros ¡no vayamos!<br>vosotros ¡no vayáis!<br>ellos, ellas, Uds. ¡no vayan!<br>vos ¡no vayas, *vayás!	imperativo negativo
ver (presente)	yo veo<br>tú ves<br>él, ella, Ud. ve<br>nosotros vemos<br>vosotros veis<br>ellos, ellas, Uds. ven<br>vos ves	presente
ver (imperfecto)	yo veía<br>tú veías<br>él, ella, Ud. veía<br>nosotros veíamos<br>vosotros veíais<br>ellos, ellas, Uds. veían<br>vos veías	imperfecto
ver (pretérito)	yo vi<br>tú viste<br>él, ella, Ud. vio<br>nosotros vimos<br>vosotros visteis<br>ellos, ellas, Uds. vieron<br>vos viste	pretérito
ver (futuro)	yo veré<br>tú verás<br>él, ella, Ud. verá<br>nosotros veremos<br>vosotros veréis<br>ellos, ellas, Uds. verán<br>vos verás	futuro
ver (condicional)	yo vería<br>tú verías<br>él, ella, Ud. vería<br>nosotros veríamos<br>vosotros veríais<br>ellos, ellas, Uds. verían<br>vos verías	condicional
ver (pretérito anterior)	yo hube visto<br>tú hubiste visto<br>él, ella, Ud. hubo visto<br>nosotros hubimos visto<br>vosotros hubisteis visto<br>ellos, ellas, Uds. hubieron visto<br>vos hubiste visto	pretérito anterior
ver (pretérito perfecto)	yo he visto<br>tú has visto<br>él, ella, Ud. ha visto<br>nosotros hemos visto<br>vosotros habéis visto<br>ellos, ellas, Uds. han visto<br>vos has visto	pretérito perfecto
ver (pluscuamperfecto)	yo había visto<br>tú habías visto<br>él, ella, Ud. había visto<br>nosotros habíamos visto<br>vosotros habíais visto<br>ellos, ellas, Uds. habían visto<br>vos habías visto	pluscuamperfecto
ver (futuro perfecto)	yo habré visto<br>tú habrás visto<br>él, ella, Ud. habrá visto<br>nosotros habremos visto<br>vosotros habréis visto<br>ellos, ellas, Uds. habrán visto<br>vos habrás visto	futuro perfecto
ver (condicional perfecto)	yo habría visto<br>tú habrías visto<br>él, ella, Ud. habría visto<br>nosotros habríamos visto<br>vosotros habríais visto<br>ellos, ellas, Uds. habrían visto<br>vos habrías visto	condicional perfecto
ver (subjuntivo presente)	yo vea<br>tú veas<br>él, ella, Ud. vea<br>nosotros veamos<br>vosotros veáis<br>ellos, ellas, Uds. vean<br>vos veas	subjuntivo presente
ver (subjuntivo imperfecto)	yo viera o viese<br>tú vieras o vieses<br>él, ella, Ud. viera o viese<br>nosotros viéramos o viésemos<br>vosotros vierais o vieseis<br>ellos, ellas, Uds. vieran o viesen<br>vos vieras o vieses	subjuntivo imperfecto
ver (subjuntivo futuro)	yo viere<br>tú vieres<br>él, ella, Ud. viere<br>nosotros viéremos<br>vosotros viereis<br>ellos, ellas, Uds. vieren<br>vos vieres	subjuntivo futuro
ver (subjuntivo pretérito perfecto)	yo haya visto<br>tú hayas visto<br>él, ella, Ud. haya visto<br>nosotros hayamos visto<br>vosotros hayáis visto<br>ellos, ellas, Uds. hayan visto<br>vos hayas visto	subjuntivo pretérito perfecto
ver (subjuntivo pluscuamperfecto)	yo hubiera o hubiese visto<br>tú hubieras o hubieses visto<br>él, ella, Ud. hubiera o hubiese visto<br>nosotros hubiéramos o hubiésemos visto<br>vosotros hubierais o hubieseis visto<br>ellos, ellas, Uds. hubieran o hubiesen visto<br>vos hubieras o hubieses visto	subjuntivo pluscuamperfecto
ver (subjuntivo futuro perfecto)	yo hubiere visto<br>tú hubieres visto<br>él, ella, Ud. hubiere visto<br>nosotros hubiéremos visto<br>vosotros hubiereis visto<br>ellos, ellas, Uds. hubieren visto<br>vos hubieres visto	subjuntivo futuro perfecto
ver (imperativo afirmativo)	yo –<br>tú ¡ve!<br>él, ella, Ud. ¡vea!<br>nosotros ¡veamos!<br>vosotros ¡ved!<br>ellos, ellas, Uds. ¡vean!<br>vos ¡ve!	imperativo afirmativo
ver (imperativo negativo)	yo –<br>tú ¡no veas!<br>él, ella, Ud. ¡no vea!<br>nosotros ¡no veamos!<br>vosotros ¡no veáis!<br>ellos, ellas, Uds. ¡no vean!<br>vos ¡no veas!	imperativo negativo
dar (presente)	yo doy<br>tú das<br>él, ella, Ud. da<br>nosotros damos<br>vosotros dais<br>ellos, ellas, Uds. dan<br>vos das	presente
dar (imperfecto)	yo daba<br>tú dabas<br>él, ella, Ud. daba<br>nosotros dábamos<br>vosotros dabais<br>ellos, ellas, Uds. daban<br>vos dabas	imperfecto
dar (pretérito)	yo di<br>tú diste<br>él, ella, Ud. dio<br>nosotros dimos<br>vosotros disteis<br>ellos, ellas, Uds. dieron<br>vos diste	pretérito
dar (futuro)	yo daré<br>tú darás<br>él, ella, Ud. dará<br>nosotros daremos<br>vosotros daréis<br>ellos, ellas, Uds. darán<br>vos darás	futuro
dar (condicional)	yo daría<br>tú darías<br>él, ella, Ud. daría<br>nosotros daríamos<br>vosotros daríais<br>ellos, ellas, Uds. darían<br>vos darías	condicional
dar (pretérito anterior)	yo hube dado<br>tú hubiste dado<br>él, ella, Ud. hubo dado<br>nosotros hubimos dado<br>vosotros hubisteis dado<br>ellos, ellas, Uds. hubieron dado<br>vos hubiste dado	pretérito anterior
dar (pretérito perfecto)	yo he dado<br>tú has dado<br>él, ella, Ud. ha dado<br>nosotros hemos dado<br>vosotros habéis dado<br>ellos, ellas, Uds. han dado<br>vos has dado	pretérito perfecto
dar (pluscuamperfecto)	yo había dado<br>tú habías dado<br>él, ella, Ud. había dado<br>nosotros habíamos dado<br>vosotros habíais dado<br>ellos, ellas, Uds. habían dado<br>vos habías dado	pluscuamperfecto
dar (futuro perfecto)	yo habré dado<br>tú habrás dado<br>él, ella, Ud. habrá dado<br>nosotros habremos dado<br>vosotros habréis dado<br>ellos, ellas, Uds. habrán dado<br>vos habrás dado	futuro perfecto
dar (condicional perfecto)	yo habría dado<br>tú habrías dado<br>él, ella, Ud. habría dado<br>nosotros habríamos dado<br>vosotros habríais dado<br>ellos, ellas, Uds. habrían dado<br>vos habrías dado	condicional perfecto
dar (subjuntivo presente)	yo dé<br>tú des<br>él, ella, Ud. dé<br>nosotros demos<br>vosotros deis<br>ellos, ellas, Uds. den<br>vos des	subjuntivo presente
dar (subjuntivo imperfecto)	yo diera o diese<br>tú dieras o dieses<br>él, ella, Ud. diera o diese<br>nosotros diéramos o diésemos<br>vosotros dierais o dieseis<br>ellos, ellas, Uds. dieran o diesen<br>vos dieras o dieses	subjuntivo imperfecto
dar (subjuntivo futuro)	yo diere<br>tú dieres<br>él, ella, Ud. diere<br>nosotros diéremos<br>vosotros diereis<br>ellos, ellas, Uds. dieren<br>vos dieres	subjuntivo futuro
dar (subjuntivo pretérito perfecto)	yo haya dado<br>tú hayas dado<br>él, ella, Ud. haya dado<br>nosotros hayamos dado<br>vosotros hayáis dado<br>ellos, ellas, Uds. hayan dado<br>vos hayas dado	subjuntivo pretérito perfecto
dar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese dado<br>tú hubieras o hubieses dado<br>él, ella, Ud. hubiera o hubiese dado<br>nosotros hubiéramos o hubiésemos dado<br>vosotros hubierais o hubieseis dado<br>ellos, ellas, Uds. hubieran o hubiesen dado<br>vos hubieras o hubieses dado	subjuntivo pluscuamperfecto
dar (subjuntivo futuro perfecto)	yo hubiere dado<br>tú hubieres dado<br>él, ella, Ud. hubiere dado<br>nosotros hubiéremos dado<br>vosotros hubiereis dado<br>ellos, ellas, Uds. hubieren dado<br>vos hubieres dado	subjuntivo futuro perfecto
dar (imperativo afirmativo)	yo –<br>tú ¡da!<br>él, ella, Ud. ¡dé!<br>nosotros ¡demos!<br>vosotros ¡dad!<br>ellos, ellas, Uds. ¡den!<br>vos ¡da!	imperativo afirmativo
dar (imperativo negativo)	yo –<br>tú ¡no des!<br>él, ella, Ud. ¡no dé!<br>nosotros ¡no demos!<br>vosotros ¡no deis!<br>ellos, ellas, Uds. ¡no den!<br>vos ¡no des!	imperativo negativo
saber (presente)	yo sé<br>tú sabes<br>él, ella, Ud. sabe<br>nosotros sabemos<br>vosotros sabéis<br>ellos, ellas, Uds. saben<br>vos sabés	presente
saber (imperfecto)	yo sabía<br>tú sabías<br>él, ella, Ud. sabía<br>nosotros sabíamos<br>vosotros sabíais<br>ellos, ellas, Uds. sabían<br>vos sabías	imperfecto
saber (pretérito)	yo supe<br>tú supiste<br>él, ella, Ud. supo<br>nosotros supimos<br>vosotros supisteis<br>ellos, ellas, Uds. supieron<br>vos supiste	pretérito
saber (futuro)	yo sabré<br>tú sabrás<br>él, ella, Ud. sabrá<br>nosotros sabremos<br>vosotros sabréis<br>ellos, ellas, Uds. sabrán<br>vos sabrás	futuro
saber (condicional)	yo sabría<br>tú sabrías<br>él, ella, Ud. sabría<br>nosotros sabríamos<br>vosotros sabríais<br>ellos, ellas, Uds. sabrían<br>vos sabrías	condicional
saber (pretérito anterior)	yo hube sabido<br>tú hubiste sabido<br>él, ella, Ud. hubo sabido<br>nosotros hubimos sabido<br>vosotros hubisteis sabido<br>ellos, ellas, Uds. hubieron sabido<br>vos hubiste sabido	pretérito anterior
saber (pretérito perfecto)	yo he sabido<br>tú has sabido<br>él, ella, Ud. ha sabido<br>nosotros hemos sabido<br>vosotros habéis sabido<br>ellos, ellas, Uds. han sabido<br>vos has sabido	pretérito perfecto
saber (pluscuamperfecto)	yo había sabido<br>tú habías sabido<br>él, ella, Ud. había sabido<br>nosotros habíamos sabido<br>vosotros habíais sabido<br>ellos, ellas, Uds. habían sabido<br>vos habías sabido	pluscuamperfecto
saber (futuro perfecto)	yo habré sabido<br>tú habrás sabido<br>él, ella, Ud. habrá sabido<br>nosotros habremos sabido<br>vosotros habréis sabido<br>ellos, ellas, Uds. habrán sabido<br>vos habrás sabido	futuro perfecto
saber (condicional perfecto)	yo habría sabido<br>tú habrías sabido<br>él, ella, Ud. habría sabido<br>nosotros habríamos sabido<br>vosotros habríais sabido<br>ellos, ellas, Uds. habrían sabido<br>vos habrías sabido	condicional perfecto
saber (subjuntivo presente)	yo sepa<br>tú sepas<br>él, ella, Ud. sepa<br>nosotros sepamos<br>vosotros sepáis<br>ellos, ellas, Uds. sepan<br>vos sepas, *sepás	subjuntivo presente
saber (subjuntivo imperfecto)	yo supiera o supiese<br>tú supieras o supieses<br>él, ella, Ud. supiera o supiese<br>nosotros supiéramos o supiésemos<br>vosotros supierais o supieseis<br>ellos, ellas, Uds. supieran o supiesen<br>vos supieras o supieses	subjuntivo imperfecto
saber (subjuntivo futuro)	yo supiere<br>tú supieres<br>él, ella, Ud. supiere<br>nosotros supiéremos<br>vosotros supiereis<br>ellos, ellas, Uds. supieren<br>vos supieres	subjuntivo futuro
saber (subjuntivo pretérito perfecto)	yo haya sabido<br>tú hayas sabido<br>él, ella, Ud. haya sabido<br>nosotros hayamos sabido<br>vosotros hayáis sabido<br>ellos, ellas, Uds. hayan sabido<br>vos hayas sabido	subjuntivo pretérito perfecto
saber (subjuntivo pluscuamperfecto)	yo hubiera o hubiese sabido<br>tú hubieras o hubieses sabido<br>él, ella, Ud. hubiera o hubiese sabido<br>nosotros hubiéramos o hubiésemos sabido<br>vosotros hubierais o hubieseis sabido<br>ellos, ellas, Uds. hubieran o hubiesen sabido<br>vos hubieras o hubieses sabido	subjuntivo pluscuamperfecto
saber (subjuntivo futuro perfecto)	yo hubiere sabido<br>tú hubieres sabido<br>él, ella, Ud. hubiere sabido<br>nosotros hubiéremos sabido<br>vosotros hubiereis sabido<br>ellos, ellas, Uds. hubieren sabido<br>vos hubieres sabido	subjuntivo futuro perfecto
saber (imperativo afirmativo)	yo –<br>tú ¡sabe!<br>él, ella, Ud. ¡sepa!<br>nosotros ¡sepamos!<br>vosotros ¡sabed!<br>ellos, ellas, Uds. ¡sepan!<br>vos ¡sabé!	imperativo afirmativo
saber (imperativo negativo)	yo –<br>tú ¡no sepas!<br>él, ella, Ud. ¡no sepa!<br>nosotros ¡no sepamos!<br>vosotros ¡no sepáis!<br>ellos, ellas, Uds. ¡no sepan!<br>vos ¡no sepas, *sepás!	imperativo negativo
querer (presente)	yo quiero<br>tú quieres<br>él, ella, Ud. quiere<br>nosotros queremos<br>vosotros queréis<br>ellos, ellas, Uds. quieren<br>vos querés	presente
querer (imperfecto)	yo quería<br>tú querías<br>él, ella, Ud. quería<br>nosotros queríamos<br>vosotros queríais<br>ellos, ellas, Uds. querían<br>vos querías	imperfecto
querer (pretérito)	yo quise<br>tú quisiste<br>él, ella, Ud. quiso<br>nosotros quisimos<br>vosotros quisisteis<br>ellos, ellas, Uds. quisieron<br>vos quisiste	pretérito
querer (futuro)	yo querré<br>tú querrás<br>él, ella, Ud. querrá<br>nosotros querremos<br>vosotros querréis<br>ellos, ellas, Uds. querrán<br>vos querrás	futuro
querer (condicional)	yo querría<br>tú querrías<br>él, ella, Ud. querría<br>nosotros querríamos<br>vosotros querríais<br>ellos, ellas, Uds. querrían<br>vos querrías	condicional
querer (pretérito anterior)	yo hube querido<br>tú hubiste querido<br>él, ella, Ud. hubo querido<br>nosotros hubimos querido<br>vosotros hubisteis querido<br>ellos, ellas, Uds. hubieron querido<br>vos hubiste querido	pretérito anterior
querer (pretérito perfecto)	yo he querido<br>tú has querido<br>él, ella, Ud. ha querido<br>nosotros hemos querido<br>vosotros habéis querido<br>ellos, ellas, Uds. han querido<br>vos has querido	pretérito perfecto
querer (pluscuamperfecto)	yo había querido<br>tú habías querido<br>él, ella, Ud. había querido<br>nosotros habíamos querido<br>vosotros habíais querido<br>ellos, ellas, Uds. habían querido<br>vos habías querido	pluscuamperfecto
querer (futuro perfecto)	yo habré querido<br>tú habrás querido<br>él, ella, Ud. habrá querido<br>nosotros habremos querido<br>vosotros habréis querido<br>ellos, ellas, Uds. habrán querido<br>vos habrás querido	futuro perfecto
querer (condicional perfecto)	yo habría querido<br>tú habrías querido<br>él, ella, Ud. habría querido<br>nosotros habríamos querido<br>vosotros habríais querido<br>ellos, ellas, Uds. habrían querido<br>vos habrías querido	condicional perfecto
querer (subjuntivo presente)	yo quiera<br>tú quieras<br>él, ella, Ud. quiera<br>nosotros queramos<br>vosotros queráis<br>ellos, ellas, Uds. quieran<br>vos quieras	subjuntivo presente
querer (subjuntivo imperfecto)	yo quisiera o quisiese<br>tú quisieras o quisieses<br>él, ella, Ud. quisiera o quisiese<br>nosotros quisiéramos o quisiésemos<br>vosotros quisierais o quisieseis<br>ellos, ellas, Uds. quisieran o quisiesen<br>vos quisieras o quisieses	subjuntivo imperfecto
querer (subjuntivo futuro)	yo quisiere<br>tú quisieres<br>él, ella, Ud. quisiere<br>nosotros quisiéremos<br>vosotros quisiereis<br>ellos, ellas, Uds. quisieren<br>vos quisieres	subjuntivo futuro
querer (subjuntivo pretérito perfecto)	yo haya querido<br>tú hayas querido<br>él, ella, Ud. haya querido<br>nosotros hayamos querido<br>vosotros hayáis querido<br>ellos, ellas, Uds. hayan querido<br>vos hayas querido	subjuntivo pretérito perfecto
querer (subjuntivo pluscuamperfecto)	yo hubiera o hubiese querido<br>tú hubieras o hubieses querido<br>él, ella, Ud. hubiera o hubiese querido<br>nosotros hubiéramos o hubiésemos querido<br>vosotros hubierais o hubieseis querido<br>ellos, ellas, Uds. hubieran o hubiesen querido<br>vos hubieras o hubieses querido	subjuntivo pluscuamperfecto
querer (subjuntivo futuro perfecto)	yo hubiere querido<br>tú hubieres querido<br>él, ella, Ud. hubiere querido<br>nosotros hubiéremos querido<br>vosotros hubiereis querido<br>ellos, ellas, Uds. hubieren querido<br>vos hubieres querido	subjuntivo futuro perfecto
querer (imperativo afirmativo)	yo –<br>tú ¡quiere!<br>él, ella, Ud. ¡quiera!<br>nosotros ¡queramos!<br>vosotros ¡quered!<br>ellos, ellas, Uds. ¡quieran!<br>vos ¡queré!	imperativo afirmativo
